S.No.,EmployeeID,Managerial Status,Team Size,Work Schedule Flexibility,Project Type,Tenure,Work Hours Per Week,Commute Distance,Churn
3225,4013-UBXWQ,Manager,Small,Fixed,Maintenance,13,31.7325,2.0422,Yes
3226,4931-TRZWN,Manager,Small,Fixed,Maintenance,19,31.5975,2.8477,No
3227,0750-EKNGL,Manager,Small,Flexible,Development,13,29.0375,1.2822,No
3228,7669-LCRSD,Manager,Small,Fixed,Development,18,30.815,2.2573,No
3229,3567-PQTSO,Manager,Medium,Fixed,Maintenance,59,33.2625,12.1526,No
3230,5519-NPHVG,Manager,Small,Fixed,Maintenance,18,32.71,3.0922,Yes
3231,8043-PNYSD,Manager,Large,Flexible,Development,69,28.9775,3.4912,No
3232,9938-EKRGF,Manager,Small,Flexible,Development,21,32.2225,3.5757,No
3233,2703-AMTUL,Manager,Medium,Flexible,Development,42,30.6825,4.8787,No
3234,0928-JMXNP,Non-Manager,Small,Fixed,Maintenance,10,29.495,1.2365,No
3235,8173-RXAYP,Manager,Large,Flexible,Development,30,28.985,1.9051,No
3236,4825-XJGDM,Non-Manager,Medium,Flexible,Support,67,30.185,6.3931,No
3237,5402-HTOTQ,Manager,Small,Flexible,Maintenance,22,30.765,2.7507,No
3238,6734-JDTTV,Manager,Large,Fixed,Support,71,28.9925,3.5341,No
3239,7850-THJMU,Manager,Large,Flexible,Support,32,28.9825,1.9898,No
3240,3890-RTCMS,Manager,Small,Fixed,Development,22,30.4725,2.598,No
3241,8849-GYOKR,Manager,Medium,Flexible,Research,60,33.3275,12.5266,Yes
3242,3148-BLQJT,Manager,Small,Flexible,Development,7,29.005,1.0402,Yes
3243,3717-FDJFU,Manager,Large,Flexible,Development,11,29.0225,1.2138,No
3244,3665-JATSN,Non-Manager,Small,Fixed,Maintenance,25,29.985,2.4201,No
3245,7966-YOTQW,Manager,Small,Fixed,Support,16,30.725,2.1364,No
3246,0461-CVKMU,Manager,Small,Flexible,Maintenance,29,32.19,4.8005,Yes
3247,8806-EAGWC,Manager,Small,Flexible,Development,9,30.7575,1.3183,Yes
3248,8853-TZDGH,Manager,Large,Fixed,Research,78,33.58,17.0255,No
3249,7779-LGOVN,Manager,Small,Fixed,Maintenance,16,32.3325,2.7133,Yes
3250,4324-BZCKL,Manager,Small,Fixed,Development,16,30.7775,2.1026,No
3251,6924-TDGMT,Manager,Medium,Fixed,Development,17,29.0275,1.3699,No
3252,9710-ZUSHQ,Manager,Small,Fixed,Research,43,33.3375,9.1135,Yes
3253,1536-YHDOE,Manager,Medium,Fixed,Development,23,31.105,3.1933,No
3254,8123-QBNAZ,Manager,Small,Fixed,Support,42,33.225,8.3699,No
3255,3629-ZNKXA,Manager,Small,Fixed,Maintenance,23,33.09,4.5049,No
3256,4827-LTQRJ,Manager,Medium,Fixed,Support,72,33.53,15.4217,No
3257,7711-YIJWC,Manager,Medium,Flexible,Research,67,32.245,11.529,No
3258,5482-VXSXJ,Manager,Small,Fixed,Development,28,32.66,5.3146,No
3259,7365-BVCJH,Non-Manager,Small,Fixed,Maintenance,7,29.22,1.0488,No
3260,9620-ENEJV,Manager,Small,Flexible,Support,12,31.5275,1.8679,No
3261,4183-WCSEP,Manager,Small,Fixed,Maintenance,37,31.9225,5.8703,Yes
3262,2378-YIZKA,Manager,Large,Fixed,Support,74,32.25,12.2155,No
3263,5498-TXHLF,Manager,Small,Flexible,Maintenance,40,32.3725,6.7483,Yes
3264,0689-DSXGL,Manager,Small,Flexible,Research,58,32.29,9.8666,No
3265,6818-DJXAA,Manager,Small,Fixed,Maintenance,16,32.555,2.9287,No
3266,9722-UJOJR,Manager,Small,Fixed,Maintenance,35,31.5375,4.9496,Yes
3267,0464-WJTKO,Manager,Large,Flexible,Research,78,29.005,3.9217,No
3268,8902-ZEOVF,Manager,Medium,Flexible,Development,53,29.0025,2.9031,No
3269,6778-EICRF,Manager,Medium,Flexible,Development,30,31.74,4.6424,No
3270,2662-NNTDK,Manager,Medium,Flexible,Support,71,29.24,4.2019,No
3271,4132-KALRO,Manager,Small,Fixed,Development,10,33.0425,1.7985,No
3272,3902-FOIGH,Manager,Small,Fixed,Maintenance,18,33.0675,3.4371,Yes
3273,6772-KSATR,Manager,Small,Fixed,Maintenance,7,32.085,1.1634,Yes
3274,7112-OPOTK,Manager,Small,Flexible,Maintenance,39,31.4125,5.3423,Yes
3275,2874-YXVVA,Manager,Small,Fixed,Maintenance,40,33.255,8.2696,No
3276,1245-HARPS,Manager,Large,Flexible,Development,20,29.02,1.5848,No
3277,4210-QFJMF,Manager,Small,Fixed,Maintenance,10,31.9575,1.6345,Yes
3278,4323-ELYYB,Manager,Medium,Flexible,Development,19,29,1.4371,No
3279,4293-ETKAP,Manager,Large,Fixed,Research,71,31.97,11.1438,No
3280,6064-PUPMC,Manager,Medium,Flexible,Support,29,30.86,3.8467,No
3281,6504-VBLFL,Manager,Large,Flexible,Maintenance,61,30.93,7.1372,No
3282,6322-PJJDJ,Manager,Large,Fixed,Maintenance,55,32.74,10.3813,No
3283,0330-BGYZE,Manager,Medium,Flexible,Research,66,33.125,13.3152,No
3284,1085-LDWAM,Manager,Medium,Fixed,Support,75,29.0175,3.8853,No
3285,7586-ZATGZ,Manager,Small,Fixed,Maintenance,46,32.245,7.7381,No
3286,7197-VOJMM,Manager,Large,Fixed,Support,73,31.46,10.3433,No
3287,3318-OSATS,Manager,Small,Fixed,Maintenance,41,32.7725,7.9481,Yes
3288,5828-AVIPD,Manager,Medium,Fixed,Maintenance,25,33.0475,4.7511,Yes
3289,1843-TLSGD,Manager,Large,Flexible,Development,19,29.0425,1.5447,No
3290,9626-VFRGG,Manager,Small,Fixed,Research,47,32.425,8.2901,No
3291,7075-BNDVQ,Non-Manager,Small,Flexible,Development,10,29.75,1.2715,No
3292,9143-CANJF,Manager,Small,Flexible,Maintenance,30,30.7575,3.6397,No
3293,7284-BUYEC,Non-Manager,Small,Fixed,Support,11,30.5475,1.4588,No
3294,2041-JIJCI,Manager,Small,Fixed,Maintenance,11,31.2,1.7405,No
3295,1086-LXKFY,Manager,Small,Fixed,Development,7,31.455,1.1382,Yes
3296,4900-MSOMT,Manager,Large,Flexible,Research,78,32.01,12.4284,No
3297,2229-VWQJH,Manager,Small,Fixed,Support,30,30.465,3.4665,No
3298,9194-GFVOI,Manager,Large,Flexible,Support,48,32.2175,8.1432,No
3299,1336-EZFZY,Manager,Small,Flexible,Development,10,29.0025,1.1666,No
3300,4282-MSACW,Manager,Medium,Fixed,Support,74,33.86,17.0719,No
3301,1403-LKLIK,Manager,Medium,Flexible,Development,39,29.005,2.1588,No
3302,2636-ALXXZ,Manager,Small,Fixed,Maintenance,7,31.48,1.1392,Yes
3303,7774-OJSXI,Manager,Medium,Fixed,Maintenance,37,33.1725,7.1329,Yes
3304,7786-WBJYI,Manager,Small,Flexible,Research,10,31.8975,1.6111,Yes
3305,0136-IFMYD,Manager,Large,Fixed,Maintenance,75,33.4975,16.2685,No
3306,5144-TVGLP,Manager,Small,Flexible,Maintenance,44,32.7375,8.306,No
3307,9643-AVVWI,Manager,Small,Fixed,Maintenance,9,32,1.4826,No
3308,0253-ZTEOB,Manager,Large,Flexible,Maintenance,54,31.9825,8.7406,No
3309,2706-QZIHY,Manager,Large,Flexible,Development,21,29.26,1.7758,No
3310,6061-PQHMK,Manager,Medium,Flexible,Support,31,28.995,2.055,No
3311,9885-CSMWE,Manager,Small,Flexible,Maintenance,7,31.9225,1.1569,Yes
3312,6137-MFAJN,Non-Manager,Small,Fixed,Maintenance,54,30.24,5.2091,No
3313,9122-UMROB,Manager,Small,Flexible,Development,7,29.015,1.0406,No
3314,4232-JGKIY,Manager,Small,Flexible,Maintenance,7,28.96,1.0384,No
3315,2402-TAIRZ,Manager,Medium,Flexible,Maintenance,43,32.0025,7.0382,No
3316,9659-ZTWSM,Manager,Medium,Fixed,Research,72,33.3675,15.1039,No
3317,9139-TWBAS,Non-Manager,Medium,Flexible,Research,32,30.3925,3.381,No
3318,6685-GBWJZ,Manager,Medium,Flexible,Support,69,31.54,9.8976,No
3319,5016-ETTFF,Non-Manager,Small,Flexible,Development,16,29.475,1.5105,Yes
3320,3866-MDTUB,Manager,Small,Fixed,Maintenance,8,31.5375,1.2938,Yes
3321,2195-VVRJF,Manager,Small,Fixed,Support,24,30.955,3.0221,No
3322,3913-RDSJZ,Manager,Large,Flexible,Development,70,29.2775,4.4299,No
3323,8058-JMEQO,Manager,Small,Fixed,Maintenance,15,32.2225,2.525,Yes
3324,4203-QGNZA,Manager,Small,Flexible,Development,34,29.0125,2.0707,No
3325,5043-TRZWM,Manager,Small,Flexible,Maintenance,7,31.7775,1.1511,No
3326,0697-ZMSWS,Manager,Small,Fixed,Maintenance,10,32.2825,1.6778,Yes
3327,7657-DYEPJ,Manager,Medium,Fixed,Support,44,31.5075,5.9947,Yes
3328,9494-BDNNC,Manager,Medium,Flexible,Maintenance,72,32.765,13.5468,No
3329,1640-PLFMP,Manager,Small,Fixed,Maintenance,7,31.5125,1.1405,No
3330,5366-OBVMR,Manager,Small,Fixed,Development,24,30.515,2.8175,No
3331,8276-MQBYC,Manager,Small,Fixed,Maintenance,57,32.89,10.8266,Yes
3332,7644-OMVMY,Manager,Large,Flexible,Development,6,28.9925,5.566600882,No
3333,7593-XFKDI,Manager,Small,Flexible,Development,7,30.315,1.0926,Yes
3334,4573-JKNAE,Manager,Large,Flexible,Research,18,28.9675,1.4246,No
3335,0337-CNPZE,Manager,Small,Fixed,Maintenance,47,33.315,9.8869,Yes
3336,9817-APLHW,Manager,Small,Flexible,Maintenance,18,29.25,1.6324,No
3337,8380-MQINP,Manager,Large,Flexible,Development,61,29.015,3.1581,No
3338,0840-DFEZH,Manager,Small,Fixed,Maintenance,13,31.7675,2.1293,No
3339,1513-XNPPH,Manager,Small,Fixed,Maintenance,18,32.47,3.1913,Yes
3340,8690-ZVLCL,Manager,Large,Flexible,Support,74,32.4,13.3238,No
3341,6015-VVHHE,Manager,Small,Fixed,Support,11,32.1575,1.8921,Yes
3342,1125-SNVCK,Manager,Small,Flexible,Development,55,30.19,5.2121,No
3343,0384-LPITE,Non-Manager,Medium,Flexible,Support,46,31.1025,6.0231,No
3344,4616-EWBNJ,Manager,Medium,Flexible,Research,22,29.005,1.6372,No
3345,6347-DCUIK,Manager,Small,Fixed,Development,16,31.7075,2.6236,Yes
3346,1335-HQMKX,Manager,Medium,Fixed,Maintenance,78,33.0675,15.6463,No
3347,2545-EBUPK,Manager,Small,Fixed,Maintenance,8,32.2025,1.3721,No
3348,6923-AQONU,Manager,Large,Flexible,Development,29,29.045,1.908,No
3349,2172-EJXVF,Manager,Medium,Fixed,Maintenance,77,33.295,16.0439,No
3350,0897-FEGMU,Manager,Small,Fixed,Maintenance,17,32.975,3.1139,Yes
3351,7663-RGWBC,Manager,Small,Fixed,Development,7,30.2075,1.0883,Yes
3352,1120-BMWUB,Manager,Small,Fixed,Development,22,30.695,2.6683,Yes
3353,9124-LHCJQ,Manager,Small,Fixed,Development,7,32.2725,1.1709,Yes
3354,4536-PLEQY,Manager,Small,Fixed,Support,18,32.2525,2.9996,No
3355,7029-IJEJK,Non-Manager,Medium,Flexible,Research,60,30.205,5.7394,No
3356,8871-JLMHM,Manager,Large,Flexible,Support,74,32.51,13.5953,No
3357,2235-ZGKPT,Manager,Small,Flexible,Development,10,30.5425,1.4791,Yes
3358,3891-PUQOD,Manager,Small,Flexible,Maintenance,7,30.96,1.1184,Yes
3359,5447-VYTKW,Manager,Small,Flexible,Development,33,30.6725,3.9229,No
3360,3623-FQBOX,Manager,Small,Fixed,Development,27,28.9975,1.8328,No
3361,0689-NKYLF,Manager,Small,Fixed,Maintenance,19,32.16,3.1212,Yes
3362,8659-HDIYE,Manager,Small,Flexible,Support,70,31.7325,10.7387,No
3363,3658-KIBGF,Manager,Small,Fixed,Maintenance,7,30.745,1.1098,Yes
3364,3474-BAFSJ,Non-Manager,Large,Fixed,Research,63,30.875,7.5319,No
3365,5519-YLDGW,Manager,Small,Fixed,Maintenance,27,33.195,5.5084,Yes
3366,3865-ZFZIB,Manager,Large,Flexible,Development,25,28.9825,1.7163,No
3367,1855-AGAWH,Manager,Medium,Fixed,Maintenance,37,32.69,6.8796,No
3368,7109-CQYUZ,Manager,Large,Fixed,Development,58,32.4625,10.3048,No
3369,1370-GGAWX,Manager,Medium,Fixed,Maintenance,52,32.7075,9.8169,No
3370,4680-KUTAJ,Manager,Small,Fixed,Maintenance,17,30.78,2.1616,No
3371,5307-UVGNB,Non-Manager,Small,Fixed,Research,59,30.435,5.9904,No
3372,4946-EDSEW,Manager,Small,Fixed,Development,17,28.9625,1.3606,Yes
3373,2883-ILGWO,Manager,Small,Fixed,Research,63,33.245,12.8279,No
3374,2516-VQRRV,Manager,Small,Fixed,Development,8,31.7725,1.3168,Yes
3375,7580-UGXNC,Manager,Small,Flexible,Development,8,30.7425,1.2084,Yes
3376,3642-BYHDO,Manager,Large,Flexible,Research,77,28.995,3.7787,No
3377,9629-NHXFW,Manager,Small,Fixed,Development,7,28.97,1.0388,No
3378,2696-RZVZW,Manager,Large,Flexible,Support,74,29.2525,4.2584,No
3379,5766-FTRTS,Manager,Large,Flexible,Development,78,32.2225,13.0662,No
3380,0396-HUJBP,Manager,Small,Flexible,Development,8,28.965,1.0888,No
3381,5178-LMXOP,Manager,Small,Fixed,Maintenance,7,32.755,1.1902,Yes
3382,8879-ZKJOF,Manager,Medium,Fixed,Research,47,31.9925,7.6415,No
3383,6285-FTQBF,Manager,Large,Flexible,Support,78,29.2775,4.7354,No
3384,8185-UPYBR,Manager,Small,Fixed,Maintenance,12,31.775,1.876,Yes
3385,4585-HETAI,Manager,Small,Fixed,Maintenance,10,31.6875,1.6509,Yes
3386,7526-BEZQB,Manager,Small,Fixed,Maintenance,18,32.8025,3.2962,Yes
3387,1474-JUWSM,Manager,Medium,Fixed,Maintenance,64,31.42,8.9445,No
3388,3530-CRZSB,Manager,Small,Flexible,Development,13,29.0325,1.3118,No
3389,8498-XXGWA,Manager,Small,Fixed,Development,71,30.7575,8.3463,No
3390,9617-INGJY,Manager,Small,Fixed,Development,7,31.53,1.1412,No
3391,0621-TSSMU,Manager,Medium,Flexible,Support,62,28.9975,3.2535,No
3392,7234-KMNRQ,Manager,Small,Flexible,Development,10,28.95,1.1469,No
3393,7636-PEPNS,Manager,Medium,Fixed,Development,64,30.205,5.8261,No
3394,4683-WYDOU,Manager,Large,Fixed,Research,68,33.38,14.8254,No
3395,9052-DHNKM,Manager,Medium,Flexible,Maintenance,32,31.0775,4.1639,No
3396,6794-HKIAJ,Manager,Small,Flexible,Research,68,32.535,12.1729,No
3397,5578-NKCXI,Manager,Medium,Flexible,Support,64,32.9625,12.6933,No
3398,1642-HMARX,Manager,Large,Fixed,Maintenance,74,32.585,13.8494,No
3399,3096-WPXBT,Manager,Medium,Fixed,Support,67,33.035,13.0373,No
3400,8434-PNQZX,Manager,Large,Fixed,Support,48,31.9225,7.7468,No
3401,5950-AAAGJ,Manager,Small,Flexible,Research,24,32.215,4.0758,No
3402,4299-OPXEJ,Manager,Large,Fixed,Research,62,28.9775,3.1611,No
3403,4951-UKAAQ,Manager,Small,Fixed,Maintenance,10,32.4475,1.7104,Yes
3404,9618-LFJRU,Manager,Small,Flexible,Support,10,29.0225,1.1657,No
3405,6693-DJWTY,Manager,Medium,Flexible,Support,41,30.78,5.0329,No
3406,0744-GKNGE,Manager,Small,Fixed,Research,70,32.34,11.6545,No
3407,6447-EGDIV,Manager,Medium,Flexible,Development,37,29.0475,2.3665,No
3408,1167-OYZJF,Manager,Large,Fixed,Research,73,29.0025,3.5261,No
3409,2108-YKQTY,Manager,Small,Flexible,Support,10,30.535,1.3026,Yes
3410,4806-DXQCE,Manager,Large,Fixed,Maintenance,76,33.6825,16.4293,No
3411,4918-QLLIW,Manager,Small,Flexible,Support,9,30.67,1.3774,Yes
3412,7056-IMHCC,Manager,Small,Fixed,Maintenance,59,33.095,12.0988,Yes
3413,4854-SSLTN,Manager,Large,Flexible,Development,8,30.975,1.261,No
3414,5294-DMSFH,Manager,Small,Fixed,Support,35,32.39,6.2435,No
3415,4837-PZTIC,Non-Manager,Large,Flexible,Development,53,30.095,4.7505,No
3416,1625-JAIIY,Manager,Medium,Fixed,Maintenance,74,32.15,12.3716,Yes
3417,0603-OLQDC,Manager,Small,Fixed,Development,18,31.4925,2.675,No
3418,3272-VUHPV,Manager,Small,Flexible,Research,14,30.815,1.803,No
3419,4176-FXYBO,Manager,Small,Flexible,Maintenance,60,33.4775,13.2379,No
3420,1063-DHQJF,Manager,Large,Fixed,Development,75,32.6075,13.9618,No
3421,8663-UPDGF,Manager,Small,Fixed,Research,32,31.475,4.6001,No
3422,6719-FGEDO,Manager,Large,Fixed,Research,78,32.85,15.2084,No
3423,1837-YQUCE,Non-Manager,Large,Fixed,Research,76,30.9175,9.4285,No
3424,2947-DOMLJ,Manager,Small,Flexible,Development,7,30.53,1.1012,Yes
3425,4112-LUEIZ,Manager,Small,Fixed,Maintenance,16,32.475,2.7262,Yes
3426,0369-ZGOVK,Manager,Medium,Fixed,Research,34,31.52,4.9844,No
3427,4510-HIMLV,Manager,Small,Fixed,Maintenance,7,31.49,1.1396,Yes
3428,9919-KNPOO,Manager,Small,Fixed,Maintenance,27,32.715,4.8967,No
3429,8749-JMNKX,Manager,Small,Fixed,Research,57,32.69,10.5019,Yes
3430,7872-BAAZR,Manager,Medium,Flexible,Research,59,28.9775,3.0158,No
3431,9391-LMANN,Manager,Medium,Flexible,Maintenance,59,32.7975,11.0738,No
3432,2430-USGXP,Manager,Small,Fixed,Maintenance,30,33.0525,5.7836,Yes
3433,8174-TBVCF,Manager,Large,Fixed,Support,76,32.74,14.7181,No
3434,1698-XFZCI,Manager,Medium,Fixed,Maintenance,67,33.3875,14.0438,No
3435,1877-HKBQX,Manager,Medium,Fixed,Development,17,30.73,2.2357,No
3436,4450-DLLMH,Manager,Small,Fixed,Support,8,31.565,1.3155,No
3437,0428-AXXLJ,Manager,Medium,Fixed,Research,31,28.975,2.0326,No
3438,2746-DIJLO,Manager,Medium,Fixed,Support,47,30.815,5.728,No
3439,5955-ERIHD,Manager,Small,Fixed,Maintenance,24,32.735,4.3759,Yes
3440,0917-EZOLA,Manager,Large,Fixed,Research,78,33.2075,16.3799,Yes
3441,3508-VLHCZ,Manager,Large,Fixed,Support,77,32.5275,13.4781,No
3442,4086-ATNFV,Manager,Medium,Fixed,Development,40,31.04,5.0841,No
3443,0468-YRPXN,Manager,Small,Fixed,Support,35,32.94,6.6142,No
3444,5996-NRVXR,Manager,Medium,Fixed,Support,46,32.9075,9.2336,No
3445,3739-YBWAB,Non-Manager,Medium,Flexible,Development,42,29.7675,3.6359,No
3446,7047-FWEYA,Manager,Medium,Fixed,Maintenance,52,33.1575,10.1893,No
3447,2000-MPKCA,Manager,Medium,Fixed,Maintenance,64,33.3875,13.6655,No
3448,9762-YAQAA,Manager,Medium,Flexible,Support,45,32.07,7.4275,No
3449,5949-EBSQK,Manager,Small,Flexible,Support,10,31.0725,1.4591,Yes
3450,5473-KHBPS,Manager,Medium,Fixed,Support,58,32.785,10.9523,No
3451,0100-DUVFC,Manager,Medium,Fixed,Maintenance,76,33.24,15.6179,No
3452,5397-TUPSH,Manager,Medium,Fixed,Research,71,31.5475,10.1104,No
3453,8950-MTZNV,Manager,Small,Fixed,Development,7,30.2475,1.0899,No
3454,0326-VDYXE,Manager,Medium,Fixed,Maintenance,76,32.8825,14.965,No
3455,6773-LQTVT,Non-Manager,Small,Fixed,Development,35,29.7825,3.0503,No
3456,7274-RTAPZ,Manager,Small,Fixed,Maintenance,7,32.5275,1.1811,Yes
3457,0436-TWFFZ,Manager,Large,Fixed,Development,73,32.2625,12.4284,No
3458,8566-YPRGL,Manager,Small,Fixed,Development,7,28.975,1.039,No
3459,0311-UNPFF,Manager,Small,Fixed,Research,32,32.44,5.5487,Yes
3460,6609-MXJHJ,Manager,Large,Fixed,Development,36,29.255,2.5791,No
3461,2669-OIDSD,Manager,Small,Fixed,Support,54,33.0025,10.668,No
3462,8400-WZICQ,Manager,Small,Flexible,Maintenance,61,30.785,7.2636,No
3463,3834-XUIFC,Manager,Small,Fixed,Development,13,32.26,2.2051,Yes
3464,9576-SYUHJ,Manager,Small,Fixed,Maintenance,43,32.5575,7.7385,No
3465,0410-IPFTY,Manager,Small,Fixed,Research,37,32.1925,6.3483,No
3466,2831-EBWRN,Manager,Small,Fixed,Maintenance,10,30.295,1.3995,No
3467,9430-NKQLY,Manager,Large,Fixed,Support,78,29.255,4.5816,No
3468,8414-MYSHR,Manager,Small,Fixed,Maintenance,11,32.57,1.8995,Yes
3469,0247-SLUJI,Manager,Small,Flexible,Development,7,28.985,1.0394,No
3470,9402-ORRAH,Manager,Small,Fixed,Maintenance,21,32.575,3.8006,No
3471,6483-OATDN,Manager,Small,Fixed,Support,14,30.565,1.8232,No
3472,1293-HHSHJ,Manager,Medium,Flexible,Development,41,29.055,2.482,No
3473,4840-ORQXB,Manager,Small,Flexible,Maintenance,62,33.2375,12.6827,No
3474,7599-FKVXZ,Manager,Small,Fixed,Research,48,33.3075,10.0254,Yes
3475,3982-DQLUS,Manager,Small,Fixed,Maintenance,71,32.2875,12.3769,No
3476,8610-ZIKJJ,Manager,Medium,Flexible,Development,8,29.015,1.0638,No
3477,3756-VNWDH,Manager,Medium,Fixed,Maintenance,71,33.0375,14.3493,No
3478,7801-KICAO,Manager,Small,Fixed,Maintenance,24,31.7075,3.6915,No
3479,7673-LPRNY,Manager,Medium,Fixed,Maintenance,29,31.9275,4.6861,No
3480,8229-TNIQA,Manager,Small,Fixed,Development,10,30.265,1.3939,Yes
3481,6060-QBMGV,Manager,Large,Flexible,Support,76,28.9925,3.8676,No
3482,7339-POGZN,Manager,Small,Flexible,Maintenance,10,30.535,1.4291,No
3483,2828-SLQPF,Manager,Small,Fixed,Research,25,30.25,2.7317,No
3484,4465-VDKIQ,Manager,Small,Flexible,Maintenance,24,31.89,3.7172,No
3485,2921-XWDJH,Manager,Small,Fixed,Maintenance,44,32.1725,7.2943,No
3486,6221-AVQYL,Manager,Small,Fixed,Support,8,31.6625,1.2621,Yes
3487,2558-BUOZZ,Manager,Medium,Flexible,Research,53,32.74,10.0717,No
3488,9257-AZMTZ,Manager,Large,Flexible,Research,58,29.005,3.1575,No
3489,0003-MKNFE,Manager,Small,Flexible,Development,15,30.995,2.0848,No
3490,0975-UYDTX,Manager,Medium,Fixed,Support,32,32.505,5.6251,No
3491,7743-EXURX,Manager,Small,Fixed,Maintenance,14,30.5525,1.8301,Yes
3492,4682-BLBUC,Manager,Medium,Fixed,Maintenance,50,31.5475,7.5009,No
3493,0975-VOOVL,Non-Manager,Small,Flexible,Development,9,29.46,1.197,No
3494,5968-VXZLG,Manager,Small,Fixed,Research,8,30.33,1.1758,No
3495,5569-KGJHX,Manager,Small,Fixed,Research,15,32.2675,2.5093,Yes
3496,4988-IQIGL,Manager,Small,Fixed,Maintenance,7,31.7675,1.1507,Yes
3497,5201-FRKKS,Manager,Small,Flexible,Research,31,31.715,4.9045,No
3498,9799-CAYJJ,Manager,Small,Fixed,Maintenance,8,31.465,1.3076,No
3499,7730-IUTDZ,Manager,Small,Fixed,Maintenance,49,31.76,7.3972,Yes
3500,0426-TIRNE,Manager,Small,Flexible,Development,7,29.045,1.0418,Yes
3501,5443-SCMKX,Manager,Medium,Fixed,Maintenance,64,32.715,12.2203,No
3502,8295-KMENE,Manager,Large,Fixed,Development,65,31.8225,10.039,No
3503,6738-ISCBM,Non-Manager,Medium,Fixed,Maintenance,50,30.7,5.8805,No
3504,9821-BESNZ,Manager,Medium,Fixed,Maintenance,72,33.2125,14.7212,No
3505,3678-MNGZX,Manager,Large,Flexible,Research,74,28.9975,3.7554,No
3506,1335-NTIUC,Non-Manager,Small,Fixed,Maintenance,15,29.2475,1.3805,No
3507,2916-BQZLN,Manager,Small,Fixed,Maintenance,25,32.2375,4.3039,No
3508,4558-CGYCZ,Manager,Small,Flexible,Development,10,28.9875,1.1566,No
3509,2368-GAKKQ,Manager,Large,Fixed,Research,76,33.6825,16.8785,No
3510,8710-YGLWG,Manager,Small,Fixed,Development,7,30.245,1.0898,No
3511,3199-XGZCY,Manager,Small,Fixed,Maintenance,14,31.7625,2.1534,No
3512,3785-KTYSH,Manager,Large,Flexible,Development,59,29.23,3.558,No
3513,6814-ZPWFQ,Manager,Medium,Flexible,Research,57,29.25,3.5214,No
3514,4063-EIKNQ,Manager,Small,Flexible,Research,17,29.0475,1.5347,No
3515,6993-YCOBK,Manager,Large,Fixed,Maintenance,66,33.53,14.1737,No
3516,5206-HPJKM,Manager,Small,Fixed,Support,23,30.775,2.8683,No
3517,7587-RZNME,Manager,Small,Fixed,Maintenance,9,30.165,1.2473,Yes
3518,0748-RDGGM,Manager,Medium,Fixed,Research,76,33.475,16.0693,Yes
3519,8393-JMVMB,Manager,Small,Flexible,Development,7,28.9725,1.0389,No
3520,5019-GQVCR,Manager,Small,Fixed,Maintenance,49,32.2425,8.2912,No
3521,6036-TTFYU,Manager,Small,Flexible,Development,22,28.98,1.6289,No
3522,2550-AEVRU,Manager,Medium,Flexible,Maintenance,63,30.6725,7.106,No
3523,0969-RGKCU,Manager,Medium,Flexible,Support,43,28.99,2.3541,No
3524,0378-CJKPV,Manager,Large,Flexible,Support,78,33.605,16.9319,No
3525,4706-AXVKM,Manager,Small,Fixed,Support,17,32.24,2.8137,Yes
3526,5889-JTMUL,Manager,Small,Fixed,Maintenance,56,32.7525,10.7774,Yes
3527,9026-RNUJS,Manager,Small,Flexible,Maintenance,11,30.5175,1.4745,Yes
3528,3746-EUBYR,Manager,Small,Fixed,Research,7,31.73,1.1492,Yes
3529,2332-EFBJY,Manager,Small,Fixed,Development,22,28.985,1.6848,Yes
3530,2880-FPNAE,Manager,Small,Fixed,Maintenance,8,31.71,1.2802,No
3531,1703-MGIAB,Manager,Small,Fixed,Development,23,31.45,3.216,No
3532,4311-QTTAI,Manager,Medium,Flexible,Support,22,28.9675,1.5911,No
3533,9474-PHLYD,Manager,Small,Fixed,Maintenance,21,30.9725,2.7853,Yes
3534,4318-RAJVY,Manager,Medium,Fixed,Development,16,28.99,1.3965,No
3535,2165-VOEGB,Manager,Medium,Fixed,Research,52,33.26,10.6457,Yes
3536,3612-YUNGG,Manager,Large,Fixed,Support,70,33.46,14.4823,No
3537,2254-DLXRI,Manager,Small,Fixed,Development,7,31.9575,1.1583,No
3538,5062-CJJKH,Manager,Medium,Flexible,Development,31,30.6825,3.7109,No
3539,9028-LIHRP,Manager,Large,Flexible,Support,77,33.01,15.418,No
3540,2219-MVUSO,Manager,Small,Fixed,Development,14,30.2575,1.8768,Yes
3541,1053-MXTTK,Manager,Large,Fixed,Research,78,33.4325,16.4527,No
3542,1530-ZTDOZ,Non-Manager,Small,Flexible,Research,55,30.0325,5.1415,No
3543,1301-LOPVR,Non-Manager,Medium,Fixed,Support,35,30.7675,4.2739,No
3544,0853-TWRVK,Manager,Large,Flexible,Research,78,33.28,16.163,No
3545,8914-RBTSB,Manager,Small,Flexible,Maintenance,37,32.69,7.039,Yes
3546,6212-ATMLK,Manager,Small,Fixed,Maintenance,56,32.785,10.4595,No
3547,8200-LGKSR,Manager,Large,Flexible,Maintenance,77,32.16,13.2522,No
3548,1568-BEKZM,Manager,Large,Flexible,Support,76,32.5025,13.6668,No
3549,0670-ANMUU,Manager,Medium,Flexible,Support,77,32.8825,14.3757,No
3550,6897-RWMUB,Manager,Large,Fixed,Research,67,31.4025,9.3165,No
